CpG_Site	Coefficient	Mean_Beta_Value	Predictor
cg15931233	-0.00640255373444692	2.04154462838028e-16	EpiScore_NMNAT1
cg16210842	-0.0250661917267763	1.55628775526089e-16	EpiScore_NMNAT1
cg16931664	-0.00598191648394587	6.99105846395679e-16	EpiScore_NMNAT1
cg17470198	-0.0166337054723656	-1.57414702983562e-15	EpiScore_NMNAT1
cg18338311	0.00567483979955487	1.61051629225071e-17	EpiScore_NMNAT1
cg18645035	-0.00104999124549033	-1.92069163873643e-15	EpiScore_NMNAT1
cg19046253	-0.0057850125316142	-2.35039059744724e-16	EpiScore_NMNAT1
cg19463531	-0.00840507360585689	-8.79031807604766e-16	EpiScore_NMNAT1
cg19856444	-0.000495456223591399	4.84676840314081e-16	EpiScore_NMNAT1
cg20288518	0.0064461503374947	2.00945969220578e-17	EpiScore_NMNAT1
cg20572816	0.00312700228298666	-5.43956208373577e-17	EpiScore_NMNAT1
cg20855557	0.00561168201030474	-1.5721718545818e-16	EpiScore_NMNAT1
cg21422770	0.0311520965701246	-1.44013069588064e-16	EpiScore_NMNAT1
cg21463262	-0.00428300108958495	-2.86183536576188e-17	EpiScore_NMNAT1
cg21990700	0.00414946282089401	-2.71079337442529e-16	EpiScore_NMNAT1
cg22788646	-0.0177883114572189	6.42665905541306e-16	EpiScore_NMNAT1
cg23367351	-0.000913186655623174	1.12834202397668e-15	EpiScore_NMNAT1
cg25109663	0.0116246041513959	2.23643572774878e-16	EpiScore_NMNAT1
cg26099045	-0.00131009926695546	7.78271340492084e-17	EpiScore_NMNAT1
cg26115667	-0.0276955878195685	-8.39477701308004e-17	EpiScore_NMNAT1
cg26673980	0.0493616413664688	-1.15240172369692e-15	EpiScore_NMNAT1
cg00022024	0.00210259555368294	3.74936768168728e-16	EpiScore_NTRK3
cg00145732	0.00239219671135537	2.68963530724198e-17	EpiScore_NTRK3
cg00251270	-0.0205576287821943	-1.60233194797586e-15	EpiScore_NTRK3
cg00372132	0.0125554449929617	8.51459287086814e-16	EpiScore_NTRK3
cg00501711	-0.00298561417002354	-6.0463252332571e-16	EpiScore_NTRK3
cg00532122	-0.000398118349645822	-7.89452751282264e-17	EpiScore_NTRK3
cg00596207	0.000164512083263886	-3.56515198090523e-16	EpiScore_NTRK3
cg00678361	-0.015914502852011	-1.48594054121384e-18	EpiScore_NTRK3
cg00685614	0.0094012833257303	-4.08010923648336e-16	EpiScore_NTRK3
cg00758881	-0.0120302146456542	1.06255959285825e-16	EpiScore_NTRK3
cg00978427	0.00440251985215404	1.3472892621677e-16	EpiScore_NTRK3
cg01205267	0.0103960377744131	2.45787711084187e-16	EpiScore_NTRK3
cg01242677	-0.00496161380166769	5.00873223646001e-16	EpiScore_NTRK3
cg01308151	-0.0161365084574971	3.31891177666223e-16	EpiScore_NTRK3
cg01579299	0.00603809564484404	1.74486214841696e-16	EpiScore_NTRK3
cg02165692	0.0254862785444191	4.82452152669363e-16	EpiScore_NTRK3
cg02227919	0.0153690587689989	-1.32068417325185e-16	EpiScore_NTRK3
cg03053687	0.00227379738715232	-1.67896154540452e-16	EpiScore_NTRK3
cg03578473	0.00298015204640454	-8.84120800748084e-17	EpiScore_NTRK3
cg03636183	0.0208572049439134	-7.65173864390359e-16	EpiScore_NTRK3
cg03639917	0.00383616739958234	2.25941743527179e-17	EpiScore_NTRK3
cg03660096	0.00628055281053402	-3.28405759464136e-16	EpiScore_NTRK3
cg03785303	-0.00828855459683857	2.15496699509955e-17	EpiScore_NTRK3
cg04003990	0.00174835139879851	-2.45451854122257e-16	EpiScore_NTRK3
cg04086087	-0.00597648950286974	-3.82571448048979e-16	EpiScore_NTRK3
cg04094193	-0.00519265664419773	8.42544642042665e-16	EpiScore_NTRK3
cg04885881	0.00519714470885003	-3.21572521522647e-16	EpiScore_NTRK3
cg04892836	-0.00677530882332399	1.14163417368467e-16	EpiScore_NTRK3
cg05177590	0.0405960659492234	1.34190366832029e-16	EpiScore_NTRK3
cg05232133	0.0278264158063606	-2.68707568405361e-16	EpiScore_NTRK3
cg05308979	-0.00848912593988254	-6.258945572046e-16	EpiScore_NTRK3
cg05575921	0.0278877802005934	2.59648913363017e-16	EpiScore_NTRK3
cg05593726	0.00892057845697143	-1.85103333722131e-16	EpiScore_NTRK3
cg05645440	-0.00249900910511082	-5.01854135789457e-16	EpiScore_NTRK3
cg06233738	0.00997496030057415	-6.83725532517666e-16	EpiScore_NTRK3
cg06286308	0.0100746835098953	-2.06032505248491e-16	EpiScore_NTRK3
cg06294591	-0.0048467557328799	1.34653302731315e-16	EpiScore_NTRK3
cg06512849	-0.0095933949677751	-3.24486660393055e-17	EpiScore_NTRK3
cg06547557	0.00215079155048005	1.65823193771997e-16	EpiScore_NTRK3
cg06690548	0.0125472803258669	-4.32525487259826e-16	EpiScore_NTRK3
cg07846874	-0.00807762968728705	-8.0588010346226e-18	EpiScore_NTRK3
cg07916022	0.00100464990327255	-2.14623809262305e-16	EpiScore_NTRK3
cg08002427	-0.0169935277062106	1.02278638097373e-16	EpiScore_NTRK3
cg08386867	0.0107191460902639	-1.02761497747275e-15	EpiScore_NTRK3
cg08669718	-0.00586730718862814	-1.85986417159469e-16	EpiScore_NTRK3
cg08864245	0.00889986120769615	1.48486017828418e-16	EpiScore_NTRK3
cg09128529	-0.00532713642064417	-3.06491975724052e-16	EpiScore_NTRK3
cg09421111	-0.00124979945238902	3.31404361676594e-16	EpiScore_NTRK3
cg09545894	-0.0079205436478763	-1.04262470843753e-16	EpiScore_NTRK3
cg09917562	-0.0028961976458031	2.24344464944173e-16	EpiScore_NTRK3
cg10636246	0.00888805812750844	-1.97177925158267e-16	EpiScore_NTRK3
cg10669129	0.0152869022684603	7.84037883208349e-17	EpiScore_NTRK3
cg10919522	0.0212046714127148	2.5257042459016e-16	EpiScore_NTRK3
cg11020853	-0.0123569064128183	-6.20407818505087e-16	EpiScore_NTRK3
cg11115427	0.00266163086208616	-1.53070304110564e-16	EpiScore_NTRK3
cg12073833	0.00517370173233061	1.27095062175618e-16	EpiScore_NTRK3
cg12214032	-0.0015546786988842	4.88130546370471e-16	EpiScore_NTRK3
cg12741420	-0.0193840931848314	2.37854299720079e-16	EpiScore_NTRK3
cg13154908	0.0224011788096787	-2.76644550265292e-16	EpiScore_NTRK3
cg13462890	-0.0170409938419838	-1.88898118110687e-16	EpiScore_NTRK3
cg13661397	0.00558294650802878	4.76539104447071e-17	EpiScore_NTRK3
cg13684115	-0.00296572499757975	9.24133850131599e-16	EpiScore_NTRK3
cg13945667	0.00518600216387927	-2.90626669496751e-16	EpiScore_NTRK3
cg14011070	-0.00908216618150631	-5.83992446783728e-16	EpiScore_NTRK3
cg14270302	-0.0209610461241794	-1.47552544329062e-16	EpiScore_NTRK3
cg14476101	0.0189982888059161	-8.55868880622051e-17	EpiScore_NTRK3
cg15001618	-0.00274521408269471	1.65052888092508e-17	EpiScore_NTRK3
cg15234845	-0.00473088490168657	4.39658109356451e-16	EpiScore_NTRK3
cg15674596	-0.00540352807487563	7.2962966965454e-17	EpiScore_NTRK3
cg16285203	-0.00254581528937342	-3.31385011892779e-17	EpiScore_NTRK3
cg16342298	-0.00887705812795443	-7.29860331363191e-16	EpiScore_NTRK3
cg16541869	0.00687747984747498	8.4239744547293e-17	EpiScore_NTRK3
cg16899442	-0.000208570597521576	3.27718041109187e-16	EpiScore_NTRK3
cg16981259	-0.00658635446525211	1.3695930553897e-16	EpiScore_NTRK3
cg17346650	0.0200150966341702	4.43132163399789e-16	EpiScore_NTRK3
cg17495627	0.00640817087765705	-7.60988451441986e-16	EpiScore_NTRK3
cg17501210	0.0202803518769529	-8.14309544998766e-17	EpiScore_NTRK3
cg17502527	0.0012180102392673	-9.96974729175364e-16	EpiScore_NTRK3
cg17568035	0.00137151968339182	-1.19213135057732e-16	EpiScore_NTRK3
cg17853642	0.00170402484239751	-8.37153346919667e-16	EpiScore_NTRK3
cg18376497	0.00785228455754314	-4.83418019780016e-17	EpiScore_NTRK3
cg18439734	0.00541880738436948	4.62610331494601e-17	EpiScore_NTRK3
cg18495563	0.0148438293914981	-2.06980414300852e-16	EpiScore_NTRK3
cg18585314	0.0128950331669313	-2.41630425388528e-16	EpiScore_NTRK3
cg19233761	-0.00270174194585107	5.00500893877277e-16	EpiScore_NTRK3
cg19342102	0.00195079929474619	1.42998413379649e-15	EpiScore_NTRK3
cg19405177	0.00492027630774991	3.98696306287155e-16	EpiScore_NTRK3
cg19585100	-0.0118705230570042	-2.88848658557974e-16	EpiScore_NTRK3
cg19734370	-0.0112162659167469	-1.22682313262689e-16	EpiScore_NTRK3
cg19905213	-0.00157313097020335	4.92842065159686e-16	EpiScore_NTRK3
cg20036162	-0.0361281799817078	-1.02961512700112e-15	EpiScore_NTRK3
cg20349598	0.015909406140604	8.01645725770767e-16	EpiScore_NTRK3
cg20353496	-0.0041214620954277	-4.37083973830219e-17	EpiScore_NTRK3
cg20660350	-0.0101793477679116	-3.07129366817098e-16	EpiScore_NTRK3
cg21566642	0.0140289282790805	1.20303441626302e-16	EpiScore_NTRK3
cg21811911	-0.0147574399867376	6.00204494226355e-16	EpiScore_NTRK3
cg22534374	2.94300188127486e-05	2.10921358663581e-16	EpiScore_NTRK3
cg22995042	0.00859721342461045	-7.33645517644696e-16	EpiScore_NTRK3
cg22998028	-0.0089949386650916	-7.19216414567869e-16	EpiScore_NTRK3
cg23283288	0.000751006276424085	1.34090143398202e-16	EpiScore_NTRK3
cg23530473	0.0136680672848526	1.161536654896e-15	EpiScore_NTRK3
cg23542533	0.0340701874027331	-1.47984689500928e-16	EpiScore_NTRK3
cg23923934	0.0186095205069132	-2.415198551953e-16	EpiScore_NTRK3
cg24472477	0.0216505250158275	2.38181710347804e-16	EpiScore_NTRK3
cg24791575	0.041696067085405	8.89891950555733e-17	EpiScore_NTRK3
cg24932585	-0.0472150367750456	2.24020279280417e-16	EpiScore_NTRK3
cg24940576	-0.00812455132149147	-2.03386422311804e-16	EpiScore_NTRK3
cg25540032	-0.0391612590633266	-1.09793130481131e-16	EpiScore_NTRK3
cg25746226	0.000418861739069017	1.72086534509223e-16	EpiScore_NTRK3
cg25914921	-0.000420280322775528	1.25551993701237e-16	EpiScore_NTRK3
cg25934673	-0.00387397490796365	1.19489414649575e-15	EpiScore_NTRK3
cg26659797	0.0166877978850165	-4.30838293609966e-17	EpiScore_NTRK3
cg27048432	0.00908720835562072	-1.75595756016796e-16	EpiScore_NTRK3
cg27058052	-0.0100520893005907	2.93858716868904e-16	EpiScore_NTRK3
cg27123522	0.0118851006337778	-3.63399229214526e-16	EpiScore_NTRK3
cg27143370	-0.0222105148964247	-1.37680161770931e-16	EpiScore_NTRK3
cg27165033	-0.00636937382492192	-2.44415412130457e-17	EpiScore_NTRK3
cg27512868	-0.00185959667495636	-1.18825980052857e-15	EpiScore_NTRK3
cg00218406	-8.28880530427442e-05	-2.21902092231537e-16	EpiScore_SIGLEC1
cg00625963	0.00364850066527395	6.82819624781761e-16	EpiScore_SIGLEC1
cg01102307	-0.00230175168876541	-1.21232231249417e-16	EpiScore_SIGLEC1
cg01329005	-0.00750005393272005	1.57702580927965e-16	EpiScore_SIGLEC1
cg01881899	0.000796087922076879	-1.68571630922276e-16	EpiScore_SIGLEC1
cg02814054	0.0178060617552289	-4.22522685623085e-16	EpiScore_SIGLEC1
cg05341232	0.00403807104988511	4.38496815188132e-17	EpiScore_SIGLEC1
cg05352016	0.00206881925568915	-8.16541834344269e-16	EpiScore_SIGLEC1
cg05696877	-0.0656257258256727	3.28510494008277e-16	EpiScore_SIGLEC1
cg07128245	0.011127112101628	4.34317031529545e-17	EpiScore_SIGLEC1
cg07839457	-0.0434807518640609	-3.71767703575044e-17	EpiScore_SIGLEC1
cg08280936	0.0188893205709622	3.6904971162033e-17	EpiScore_SIGLEC1
cg09973676	0.00210350394782953	-6.66141550849377e-17	EpiScore_SIGLEC1
cg11389011	0.0217000447632006	-2.00966169396678e-15	EpiScore_SIGLEC1
cg13619408	0.00446602307349172	1.14499120760684e-16	EpiScore_SIGLEC1
cg15551881	0.0010499150328903	7.4958912522932e-17	EpiScore_SIGLEC1
cg16363586	-0.00186301832320073	-4.44240322447474e-17	EpiScore_SIGLEC1
cg18086243	-0.0266805675401462	1.11184011370112e-16	EpiScore_SIGLEC1
cg20472746	0.017985588151484	-1.4311161537383e-17	EpiScore_SIGLEC1
cg20491726	-0.00732574125273312	-1.40168113974331e-15	EpiScore_SIGLEC1
cg21549285	-0.0203060996173585	1.16549372407857e-16	EpiScore_SIGLEC1
cg22862003	-0.00171224494090576	-7.60801249962063e-16	EpiScore_SIGLEC1
cg22930808	-0.0115561713140113	3.2214410799375e-16	EpiScore_SIGLEC1
cg23059461	0.00518756357396266	-5.48591710154948e-17	EpiScore_SIGLEC1
cg24707889	0.00879810885044878	5.64631126044155e-16	EpiScore_SIGLEC1
cg26312951	-0.025211434345347	-1.4232318846823e-16	EpiScore_SIGLEC1
cg26325791	0.0280806236899599	-1.13246395024597e-16	EpiScore_SIGLEC1
cg26338202	-0.00431840579307292	7.49698620434558e-16	EpiScore_SIGLEC1
cg00035969	0.0160912692309779	-1.13758070111488e-16	EpiScore_SKR3
cg00093890	0.0086674207154216	1.88656821699424e-16	EpiScore_SKR3
cg00579292	-0.00291013582092488	-1.93309100971919e-16	EpiScore_SKR3
cg00628375	0.0070260354011198	4.39785265078663e-19	EpiScore_SKR3
cg01324343	-0.00335509559899824	2.7018440994109e-17	EpiScore_SKR3
cg01631319	-0.0190817891002932	9.61239671281782e-17	EpiScore_SKR3
cg02270541	0.0148212769894264	-2.99784972086498e-17	EpiScore_SKR3
cg02271560	-0.0176611437840456	-2.22685297766902e-17	EpiScore_SKR3
cg02486520	0.0133755638658195	-3.11360381331881e-15	EpiScore_SKR3
cg02625638	0.00218391965996	5.85396688237723e-16	EpiScore_SKR3
cg03269363	0.00348293769474645	2.03600406349643e-15	EpiScore_SKR3
cg03329539	-0.0297069117620853	-1.85361100485094e-16	EpiScore_SKR3
cg03736201	0.0192889342857836	-4.28232215583467e-16	EpiScore_SKR3
cg03793951	0.00295788233698978	-6.60896550074052e-16	EpiScore_SKR3
cg03899412	0.00575459747860323	-1.54548062265517e-16	EpiScore_SKR3
cg04017512	-0.00218229241459598	4.963350082777e-16	EpiScore_SKR3
cg04340729	0.00233792482124363	-2.29260845730285e-16	EpiScore_SKR3
cg04411541	0.00400937838973695	1.79569372335927e-16	EpiScore_SKR3
cg05575921	-0.0828164441286839	2.59648913363017e-16	EpiScore_SKR3
cg05593726	0.0099805400382022	-1.85103333722131e-16	EpiScore_SKR3
cg05928806	0.00226413136497449	-9.96965361422882e-17	EpiScore_SKR3
cg06076512	0.00935628272943454	-3.55351254844657e-16	EpiScore_SKR3
cg06197024	0.00660524557276835	-1.69311959793822e-15	EpiScore_SKR3
cg06709828	-0.0265142154998582	1.27902301371039e-16	EpiScore_SKR3
cg06743552	0.000811698767777044	-6.02523857599025e-17	EpiScore_SKR3
cg07306755	0.00161723633352395	1.10085097219138e-15	EpiScore_SKR3
cg07704990	0.00814260251196851	8.69669574034505e-16	EpiScore_SKR3
cg07883622	-0.00655178371333836	-3.34279800979373e-17	EpiScore_SKR3
cg08600218	0.00398670026008949	8.8700207569995e-16	EpiScore_SKR3
cg09388160	0.00988739438792335	4.15832766616082e-16	EpiScore_SKR3
cg09470274	0.0061144838759464	-3.49272504902236e-16	EpiScore_SKR3
cg09746170	0.0126024446525901	7.16295211490671e-17	EpiScore_SKR3
cg10508317	-0.000322902144517481	-1.24700138904953e-16	EpiScore_SKR3
cg11007426	0.00227255502958964	1.33868561498822e-16	EpiScore_SKR3
cg11109027	0.0103765930080709	-3.03089024457748e-16	EpiScore_SKR3
cg11370064	0.00404853954452081	4.86087147771733e-16	EpiScore_SKR3
cg12014753	-0.0075401289260994	2.85473810549115e-17	EpiScore_SKR3
cg12458003	0.00840657338745099	-7.75962611822027e-16	EpiScore_SKR3
cg13215593	-0.000392082932075773	-3.84663643423965e-16	EpiScore_SKR3
cg13788820	0.0124682394431824	2.1498224097202e-18	EpiScore_SKR3
cg14126733	0.00122061090212214	7.94885774175666e-16	EpiScore_SKR3
cg15792653	-0.000443783976329459	1.83665997995024e-16	EpiScore_SKR3
cg15922705	0.0121127159615352	-5.59970150886671e-16	EpiScore_SKR3
cg16087940	0.00455544821401942	-2.55664700733702e-16	EpiScore_SKR3
cg17556421	0.00138223533663303	-7.75315737799215e-16	EpiScore_SKR3
cg17944885	0.00930062861035396	9.77110510817798e-16	EpiScore_SKR3
cg18394552	0.0121158131339898	4.58966582918601e-16	EpiScore_SKR3
cg18429235	0.00370531248336541	-1.26239962979198e-15	EpiScore_SKR3
cg18594963	0.00992856487861776	8.14833217719471e-16	EpiScore_SKR3
cg18757405	0.0126228709701933	-5.27306794388848e-16	EpiScore_SKR3
cg18788940	-0.00184079751688087	2.78300338908881e-16	EpiScore_SKR3
cg18912855	-0.00725493120246517	4.39535714295336e-17	EpiScore_SKR3
cg19084127	0.0110300317879646	5.24591221157111e-16	EpiScore_SKR3
cg20026576	-0.00836719169283103	4.07835854175725e-16	EpiScore_SKR3
cg21370522	0.0349467442105198	2.27155558537282e-16	EpiScore_SKR3
cg22109623	0.00212980044202747	-8.73676140655142e-16	EpiScore_SKR3
cg22481405	0.015812970496063	-4.64581398758603e-17	EpiScore_SKR3
cg22716280	0.0321471982682507	7.98267652797939e-17	EpiScore_SKR3
cg22980293	3.80468462910846e-05	3.48729626369322e-16	EpiScore_SKR3
cg23195373	0.0541098683652102	-8.06796914647776e-17	EpiScore_SKR3
cg23352245	0.020416390187004	-1.16043724932194e-16	EpiScore_SKR3
cg23929609	0.0058307586115123	-2.92851913831678e-16	EpiScore_SKR3
cg24707889	0.0410529109473822	5.64631126044155e-16	EpiScore_SKR3
cg25120405	0.00446526741615975	2.34657458204589e-16	EpiScore_SKR3
cg25542654	0.00585552945743784	1.81940488701816e-16	EpiScore_SKR3
cg25954729	0.0486070308035294	4.96690522162871e-17	EpiScore_SKR3
cg26002437	-0.00761725181367932	1.12066085086588e-15	EpiScore_SKR3
cg26979974	-0.00906843414910011	-5.12102778541149e-16	EpiScore_SKR3
cg00149061	-0.00793682762526104	1.90973996703686e-16	EpiScore_SMPD1
cg00188321	0.00278801319890056	1.14017418642492e-15	EpiScore_SMPD1
cg00492055	-0.00564607482155339	-4.99556171396457e-16	EpiScore_SMPD1
cg00655525	-0.00528204410038221	-5.04236342768043e-16	EpiScore_SMPD1
cg01142001	-0.00655444459076759	-1.47337316376549e-16	EpiScore_SMPD1
cg01149683	-0.0135219450690475	2.87657264725942e-16	EpiScore_SMPD1
cg01895740	-0.00664300996232463	9.4514786892429e-17	EpiScore_SMPD1
cg02140171	-0.00241654777196303	5.61429984576706e-16	EpiScore_SMPD1
cg02512202	-3.61115018717714e-05	-2.3368012135601e-17	EpiScore_SMPD1
cg02583484	-0.00446092533910071	2.55109085512732e-16	EpiScore_SMPD1
cg02728263	-0.00221367394108445	8.04613306901236e-16	EpiScore_SMPD1
cg02776313	-0.00478816188647433	9.09500652906439e-16	EpiScore_SMPD1
cg03039315	-0.0138799094884157	1.08484716527933e-17	EpiScore_SMPD1
cg03203287	-0.00661686167911139	6.11644209273492e-16	EpiScore_SMPD1
cg03259564	0.0015327538822689	-6.16068245560314e-16	EpiScore_SMPD1
cg03277550	0.00496760638056472	2.89045918854087e-16	EpiScore_SMPD1
cg03301671	-0.00153781447267498	-1.42890490344346e-15	EpiScore_SMPD1
cg03314158	-0.0107545237379019	1.30217902285745e-17	EpiScore_SMPD1
cg03514188	0.00642075305602221	3.72619094062899e-16	EpiScore_SMPD1
cg03886523	-0.0207235719488981	-8.7297217709159e-16	EpiScore_SMPD1
cg04446470	0.00212184687819745	-1.11759321906751e-16	EpiScore_SMPD1
cg04472001	0.00657811274674214	-3.3754500021328e-16	EpiScore_SMPD1
cg04599158	-0.00209413453236815	9.48703775624559e-17	EpiScore_SMPD1
cg04899629	-0.0247526210847749	-3.60211275546166e-16	EpiScore_SMPD1
cg05469118	0.00666793924217857	-4.8696222638779e-16	EpiScore_SMPD1
cg05694761	0.0164276440968808	3.66508113677001e-16	EpiScore_SMPD1
cg06024079	-0.00144513616785579	4.33140610744513e-16	EpiScore_SMPD1
cg06064964	-0.00491858271377277	-1.12340852016759e-16	EpiScore_SMPD1
cg06087255	-0.0048796224014975	-5.37909400931422e-16	EpiScore_SMPD1
cg06372145	0.000479580011635348	6.01759848277762e-16	EpiScore_SMPD1
cg06486093	-0.00138998153193086	2.24830205945812e-16	EpiScore_SMPD1
cg06922248	0.023692552464186	7.95624718040365e-17	EpiScore_SMPD1
cg07050493	-0.00168255154855552	1.31623955862351e-15	EpiScore_SMPD1
cg07081418	0.00914126265075212	2.08121214590996e-15	EpiScore_SMPD1
cg07759052	0.000468716694549788	-7.28328396692989e-16	EpiScore_SMPD1
cg07927540	-0.0010287820650718	-9.47042919180447e-17	EpiScore_SMPD1
cg07963854	-0.00242200152602205	2.79153188309008e-16	EpiScore_SMPD1
cg08072862	-0.0235004509981028	1.46240444702757e-16	EpiScore_SMPD1
cg08527195	-0.000834460314183213	1.20045751648196e-16	EpiScore_SMPD1
cg08627193	-0.00443934647148502	5.68365653516644e-16	EpiScore_SMPD1
cg08767838	0.00505011876280512	-5.83526823414467e-16	EpiScore_SMPD1
cg08960815	-0.00858894469599833	-1.82434522467947e-16	EpiScore_SMPD1
cg09015433	-0.00217031916481352	-2.4814462225164e-16	EpiScore_SMPD1
cg09041916	0.0109533200692485	1.39432353801741e-16	EpiScore_SMPD1
cg09434726	0.00284220251607497	-2.34596932541525e-18	EpiScore_SMPD1
cg09583379	0.00926042373799489	5.43744090207749e-16	EpiScore_SMPD1
cg09750210	-0.032117113908918	-5.30364367371027e-16	EpiScore_SMPD1
cg09803951	0.0131817742077943	-1.7003534224756e-16	EpiScore_SMPD1
cg09844573	-0.00959139865770363	2.17402653215723e-16	EpiScore_SMPD1
cg10119257	-0.000939351210832535	3.12360392748557e-16	EpiScore_SMPD1
cg10140678	0.00170429611324633	-5.12624915564726e-17	EpiScore_SMPD1
cg10353925	-0.0272968042836529	-1.67483119199725e-15	EpiScore_SMPD1
cg10471113	0.0112780664789312	-1.16452834647138e-16	EpiScore_SMPD1
cg10778996	-0.000599925739800583	1.79331554278659e-15	EpiScore_SMPD1
cg10779037	-0.0351537851309613	2.40686585933556e-16	EpiScore_SMPD1
cg11083511	0.015681716058948	-3.20327685430555e-16	EpiScore_SMPD1
cg11099600	-0.0405828927942241	-3.05193889334042e-16	EpiScore_SMPD1
cg11118962	-0.00510231202143265	1.59653376989875e-16	EpiScore_SMPD1
cg11779113	-0.000161124536921165	8.43750586604986e-17	EpiScore_SMPD1
cg11849717	-0.0111005423252347	3.09837645487476e-17	EpiScore_SMPD1
cg12126344	-0.00706074768052259	1.25890630274969e-15	EpiScore_SMPD1
cg12284098	0.00305841080016261	1.26545205818878e-16	EpiScore_SMPD1
cg12822818	-0.01200922392293	-3.70962998279885e-17	EpiScore_SMPD1
cg13096242	0.00128238042450962	-4.62640757493953e-17	EpiScore_SMPD1
cg13902024	-0.00238609577571089	-3.64079082333166e-16	EpiScore_SMPD1
cg14027152	-0.0135516600513308	1.06328429793114e-16	EpiScore_SMPD1
cg14375944	-0.0103781984687913	-6.6584571799385e-16	EpiScore_SMPD1
cg14513822	0.000648564647243711	-7.40708188737133e-17	EpiScore_SMPD1
cg14604444	-0.00982081384127871	-4.58603620902359e-16	EpiScore_SMPD1
cg14678654	0.000114871178555779	1.65228725413683e-17	EpiScore_SMPD1
